,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
3,reg,rforest,basic,ALL_NO_1_1_1,60_240,included,basic,33.26,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 200}",,,,,,,,,33.31,47.71
4,reg,xgb,basic,ALL_NO_1_1_1,60_240,included,basic,33.29,{'n_estimators': 50},,,,,,,,,33.35,0.29
5,reg,gboosting,basic,ALL_NO_1_1_1,60_240,included,basic,33.17,{'n_estimators': 50},,,,,,,,,33.71,0.70
6,reg,ada,basic,ALL_NO_1_1_1,60_240,included,basic,34.79,{'n_estimators': 10},,,,,,,,,34.99,0.78
0,clf,kn,all,ALL_NO_1_1_1,60_240,included,basic,0.59,{'n_neighbors': 31},0.58,0.60,0.59,0.56,0.66,314.00,619.00,359.00,"{'0': {'precision': 0.592964824120603, 'recall': 0.37579617834394907, 'f1-score': 0.46003898635477586, 'support': 314}, '1': {'precision': 0.5584415584415584, 'recall': 0.8336025848142165, 'f1-score': 0.6688269604666234, 'support': 619}, '2': {'precision': 0.6627218934911243, 'recall': 0.31197771587743733, 'f1-score': 0.4242424242424243, 'support': 359}, 'micro avg': {'precision': 0.5773993808049536, 'recall': 0.5773993808049536, 'f1-score': 0.5773993808049536, 'support': 1292}, 'macro avg': {'precision': 0.6047094253510953, 'recall': 0.5071254930118676, 'f1-score': 0.5177027903546079, 'support': 1292}, 'weighted avg': {'precision': 0.5958076154895571, 'recall': 0.5773993808049536, 'f1-score': 0.5501231892780727, 'support': 1292}}",7.02
1,clf,svc-rbf,all,ALL_NO_1_1_1,60_240,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,314.00,619.00,359.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 314}, '1': {'precision': 0.4791021671826625, 'recall': 1.0, 'f1-score': 0.6478283621140764, 'support': 619}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 359}, 'micro avg': {'precision': 0.4791021671826625, 'recall': 0.4791021671826625, 'f1-score': 0.4791021671826625, 'support': 1292}, 'macro avg': {'precision': 0.15970072239422084, 'recall': 0.3333333333333333, 'f1-score': 0.21594278737135877, 'support': 1292}, 'weighted avg': {'precision': 0.22953888659912391, 'recall': 0.4791021671826625, 'f1-score': 0.3103759722512487, 'support': 1292}}",8.78
2,clf,dtree,all,ALL_NO_1_1_1,60_240,included,basic,0.62,"{'max_depth': 4, 'min_samples_leaf': 150}",0.62,0.63,0.66,0.59,0.68,314.00,619.00,359.00,"{'0': {'precision': 0.6556603773584906, 'recall': 0.4426751592356688, 'f1-score': 0.5285171102661597, 'support': 314}, '1': {'precision': 0.5882352941176471, 'recall': 0.8077544426494345, 'f1-score': 0.6807351940095302, 'support': 619}, '2': {'precision': 0.6782608695652174, 'recall': 0.43454038997214484, 'f1-score': 0.5297113752122241, 'support': 359}, 'micro avg': {'precision': 0.6153250773993808, 'recall': 0.6153250773993808, 'f1-score': 0.6153250773993808, 'support': 1292}, 'macro avg': {'precision': 0.640718847013785, 'recall': 0.561656663952416, 'f1-score': 0.5796545598293047, 'support': 1292}, 'weighted avg': {'precision': 0.6296367319839804, 'recall': 0.6153250773993808, 'f1-score': 0.6017769670407599, 'support': 1292}}",0.58
3,clf,rforest,all,ALL_NO_1_1_1,60_240,included,basic,0.62,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.61,0.62,0.62,0.59,0.67,314.00,619.00,359.00,"{'0': {'precision': 0.6150234741784038, 'recall': 0.4171974522292994, 'f1-score': 0.4971537001897533, 'support': 314}, '1': {'precision': 0.591283863368669, 'recall': 0.8109854604200323, 'f1-score': 0.6839237057220708, 'support': 619}, '2': {'precision': 0.6739130434782609, 'recall': 0.43175487465181056, 'f1-score': 0.5263157894736842, 'support': 359}, 'micro avg': {'precision': 0.6099071207430341, 'recall': 0.6099071207430341, 'f1-score': 0.6099071207430341, 'support': 1292}, 'macro avg': {'precision': 0.6267401270084445, 'recall': 0.5533125957670474, 'f1-score': 0.5691310651285028, 'support': 1292}, 'weighted avg': {'precision': 0.6200130533482358, 'recall': 0.6099071207430341, 'f1-score': 0.594738702881267, 'support': 1292}}",18.50
4,clf,xgb,all,ALL_NO_1_1_1,60_240,included,basic,0.62,{'n_estimators': 10},0.62,0.63,0.64,0.60,0.67,314.00,619.00,359.00,"{'0': {'precision': 0.6355555555555555, 'recall': 0.4554140127388535, 'f1-score': 0.5306122448979591, 'support': 314}, '1': {'precision': 0.6029411764705882, 'recall': 0.7948303715670436, 'f1-score': 0.6857142857142857, 'support': 619}, '2': {'precision': 0.6693227091633466, 'recall': 0.467966573816156, 'f1-score': 0.5508196721311476, 'support': 359}, 'micro avg': {'precision': 0.621517027863777, 'recall': 0.621517027863777, 'f1-score': 0.621517027863777, 'support': 1292}, 'macro avg': {'precision': 0.6359398137298301, 'recall': 0.5727369860406845, 'f1-score': 0.5890487342477975, 'support': 1292}, 'weighted avg': {'precision': 0.6293126046976625, 'recall': 0.621517027863777, 'f1-score': 0.6105368808437956, 'support': 1292}}",0.89
5,clf,gboosting,all,ALL_NO_1_1_1,60_240,included,basic,0.63,{'n_estimators': 10},0.62,0.64,0.65,0.59,0.70,314.00,619.00,359.00,"{'0': {'precision': 0.6536585365853659, 'recall': 0.4267515923566879, 'f1-score': 0.5163776493256262, 'support': 314}, '1': {'precision': 0.5925925925925926, 'recall': 0.827140549273021, 'f1-score': 0.6904922454484154, 'support': 619}, '2': {'precision': 0.695067264573991, 'recall': 0.43175487465181056, 'f1-score': 0.5326460481099656, 'support': 359}, 'micro avg': {'precision': 0.6199690402476781, 'recall': 0.6199690402476781, 'f1-score': 0.6199690402476781, 'support': 1292}, 'macro avg': {'precision': 0.6471061312506499, 'recall': 0.5618823387605064, 'f1-score': 0.5798386476280024, 'support': 1292}, 'weighted avg': {'precision': 0.6359076960407759, 'recall': 0.6199690402476781, 'f1-score': 0.6043167283996079, 'support': 1292}}",2.96
6,clf,ada,all,ALL_NO_1_1_1,60_240,included,basic,0.62,{'n_estimators': 10},0.61,0.62,0.66,0.59,0.63,314.00,619.00,359.00,"{'0': {'precision': 0.6587677725118484, 'recall': 0.4426751592356688, 'f1-score': 0.5295238095238096, 'support': 314}, '1': {'precision': 0.5905707196029777, 'recall': 0.7689822294022617, 'f1-score': 0.6680701754385965, 'support': 619}, '2': {'precision': 0.6327272727272727, 'recall': 0.48467966573816157, 'f1-score': 0.5488958990536278, 'support': 359}, 'micro avg': {'precision': 0.6106811145510835, 'recall': 0.6106811145510835, 'f1-score': 0.6106811145510835, 'support': 1292}, 'macro avg': {'precision': 0.6273552549473663, 'recall': 0.5654456847920307, 'f1-score': 0.5821632946720113, 'support': 1292}, 'weighted avg': {'precision': 0.6188587050402898, 'recall': 0.6106811145510835, 'f1-score': 0.601284475655743, 'support': 1292}}",0.85
0,reg,kn,all,ALL_NO_1_1_1,60_240,included,basic,36.28,{'n_neighbors': 11},,,,,,,,,36.91,6.99
1,reg,svr-rbf,all,ALL_NO_1_1_1,60_240,included,basic,42.06,"{'C': 3, 'gamma': 1}",,,,,,,,,42.42,6.33
2,reg,dtree,all,ALL_NO_1_1_1,60_240,included,basic,33.93,"{'max_depth': 4, 'min_samples_leaf': 30}",,,,,,,,,33.34,0.57
3,reg,rforest,all,ALL_NO_1_1_1,60_240,included,basic,33.28,"{'max_depth': 5, 'min_samples_leaf': 20, 'n_estimators': 100}",,,,,,,,,33.25,56.23
4,reg,xgb,all,ALL_NO_1_1_1,60_240,included,basic,33.36,{'n_estimators': 50},,,,,,,,,33.48,0.33
5,reg,gboosting,all,ALL_NO_1_1_1,60_240,included,basic,33.37,{'n_estimators': 50},,,,,,,,,33.80,0.80
6,reg,ada,all,ALL_NO_1_1_1,60_240,included,basic,34.92,{'n_estimators': 10},,,,,,,,,36.11,0.92
0,clf,kn,basic,ALL_NO_3_2_1,60_240,included,basic,0.59,{'n_neighbors': 31},0.58,0.61,0.58,0.56,0.70,314.00,619.00,359.00,"{'0': {'precision': 0.5792079207920792, 'recall': 0.37261146496815284, 'f1-score': 0.4534883720930233, 'support': 314}, '1': {'precision': 0.5635179153094463, 'recall': 0.8384491114701131, 'f1-score': 0.6740259740259741, 'support': 619}, '2': {'precision': 0.7041420118343196, 'recall': 0.33147632311977715, 'f1-score': 0.4507575757575757, 'support': 359}, 'micro avg': {'precision': 0.5843653250773994, 'recall': 0.5843653250773994, 'f1-score': 0.5843653250773994, 'support': 1292}, 'macro avg': {'precision': 0.615622615978615, 'recall': 0.5141789665193478, 'f1-score': 0.5260906406255244, 'support': 1292}, 'weighted avg': {'precision': 0.6064054635865177, 'recall': 0.5843653250773994, 'f1-score': 0.558389625740137, 'support': 1292}}",5.41
1,clf,svc-rbf,basic,ALL_NO_3_2_1,60_240,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,314.00,619.00,359.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 314}, '1': {'precision': 0.4791021671826625, 'recall': 1.0, 'f1-score': 0.6478283621140764, 'support': 619}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 359}, 'micro avg': {'precision': 0.4791021671826625, 'recall': 0.4791021671826625, 'f1-score': 0.4791021671826625, 'support': 1292}, 'macro avg': {'precision': 0.15970072239422084, 'recall': 0.3333333333333333, 'f1-score': 0.21594278737135877, 'support': 1292}, 'weighted avg': {'precision': 0.22953888659912391, 'recall': 0.4791021671826625, 'f1-score': 0.3103759722512487, 'support': 1292}}",7.76
2,clf,dtree,basic,ALL_NO_3_2_1,60_240,included,basic,0.63,"{'max_depth': 4, 'min_samples_leaf': 150}",0.62,0.63,0.66,0.59,0.68,314.00,619.00,359.00,"{'0': {'precision': 0.6556603773584906, 'recall': 0.4426751592356688, 'f1-score': 0.5285171102661597, 'support': 314}, '1': {'precision': 0.5882352941176471, 'recall': 0.8077544426494345, 'f1-score': 0.6807351940095302, 'support': 619}, '2': {'precision': 0.6782608695652174, 'recall': 0.43454038997214484, 'f1-score': 0.5297113752122241, 'support': 359}, 'micro avg': {'precision': 0.6153250773993808, 'recall': 0.6153250773993808, 'f1-score': 0.6153250773993808, 'support': 1292}, 'macro avg': {'precision': 0.640718847013785, 'recall': 0.561656663952416, 'f1-score': 0.5796545598293047, 'support': 1292}, 'weighted avg': {'precision': 0.6296367319839804, 'recall': 0.6153250773993808, 'f1-score': 0.6017769670407599, 'support': 1292}}",0.50
3,clf,rforest,basic,ALL_NO_3_2_1,60_240,included,basic,0.62,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.61,0.62,0.63,0.59,0.67,314.00,619.00,359.00,"{'0': {'precision': 0.6261682242990654, 'recall': 0.4267515923566879, 'f1-score': 0.5075757575757575, 'support': 314}, '1': {'precision': 0.5869311551925321, 'recall': 0.8126009693053312, 'f1-score': 0.6815718157181572, 'support': 619}, '2': {'precision': 0.6742081447963801, 'recall': 0.415041782729805, 'f1-score': 0.5137931034482759, 'support': 359}, 'micro avg': {'precision': 0.608359133126935, 'recall': 0.608359133126935, 'f1-score': 0.608359133126935, 'support': 1292}, 'macro avg': {'precision': 0.6291025080959926, 'recall': 0.5514647814639414, 'f1-score': 0.5676468922473968, 'support': 1292}, 'weighted avg': {'precision': 0.6207182132167062, 'recall': 0.608359133126935, 'f1-score': 0.5926652213206332, 'support': 1292}}",18.48
4,clf,xgb,basic,ALL_NO_3_2_1,60_240,included,basic,0.63,{'n_estimators': 100},0.60,0.61,0.62,0.59,0.65,314.00,619.00,359.00,"{'0': {'precision': 0.6160714285714286, 'recall': 0.4394904458598726, 'f1-score': 0.513011152416357, 'support': 314}, '1': {'precision': 0.5854545454545454, 'recall': 0.7802907915993538, 'f1-score': 0.6689750692520775, 'support': 619}, '2': {'precision': 0.6460905349794238, 'recall': 0.4373259052924791, 'f1-score': 0.5215946843853821, 'support': 359}, 'micro avg': {'precision': 0.6021671826625387, 'recall': 0.6021671826625387, 'f1-score': 0.6021671826625387, 'support': 1292}, 'macro avg': {'precision': 0.6158721696684659, 'recall': 0.5523690475839018, 'f1-score': 0.5678603020179388, 'support': 1292}, 'weighted avg': {'precision': 0.6097440358091372, 'recall': 0.6021671826625387, 'f1-score': 0.5901188555883315, 'support': 1292}}",0.86
5,clf,gboosting,basic,ALL_NO_3_2_1,60_240,included,basic,0.63,{'n_estimators': 100},0.61,0.62,0.62,0.60,0.65,314.00,619.00,359.00,"{'0': {'precision': 0.6167400881057269, 'recall': 0.445859872611465, 'f1-score': 0.5175600739371534, 'support': 314}, '1': {'precision': 0.5990159901599016, 'recall': 0.7867528271405493, 'f1-score': 0.6801675977653631, 'support': 619}, '2': {'precision': 0.6507936507936508, 'recall': 0.4568245125348189, 'f1-score': 0.5368248772504092, 'support': 359}, 'micro avg': {'precision': 0.6122291021671826, 'recall': 0.6122291021671826, 'f1-score': 0.6122291021671826, 'support': 1292}, 'macro avg': {'precision': 0.6221832430197597, 'recall': 0.5631457374289444, 'f1-score': 0.5781841829843085, 'support': 1292}, 'weighted avg': {'precision': 0.6177106859203545, 'recall': 0.6122291021671826, 'f1-score': 0.6008186820169682, 'support': 1292}}",2.45
6,clf,ada,basic,ALL_NO_3_2_1,60_240,included,basic,0.62,{'n_estimators': 10},0.61,0.62,0.66,0.59,0.63,314.00,619.00,359.00,"{'0': {'precision': 0.6587677725118484, 'recall': 0.4426751592356688, 'f1-score': 0.5295238095238096, 'support': 314}, '1': {'precision': 0.5905707196029777, 'recall': 0.7689822294022617, 'f1-score': 0.6680701754385965, 'support': 619}, '2': {'precision': 0.6327272727272727, 'recall': 0.48467966573816157, 'f1-score': 0.5488958990536278, 'support': 359}, 'micro avg': {'precision': 0.6106811145510835, 'recall': 0.6106811145510835, 'f1-score': 0.6106811145510835, 'support': 1292}, 'macro avg': {'precision': 0.6273552549473663, 'recall': 0.5654456847920307, 'f1-score': 0.5821632946720113, 'support': 1292}, 'weighted avg': {'precision': 0.6188587050402898, 'recall': 0.6106811145510835, 'f1-score': 0.601284475655743, 'support': 1292}}",0.71
0,reg,kn,basic,ALL_NO_3_2_1,60_240,included,basic,36.28,{'n_neighbors': 21},,,,,,,,,36.76,5.45
1,reg,svr-rbf,basic,ALL_NO_3_2_1,60_240,included,basic,42.06,"{'C': 3, 'gamma': 1}",,,,,,,,,42.42,5.55
2,reg,dtree,basic,ALL_NO_3_2_1,60_240,included,basic,33.90,"{'max_depth': 4, 'min_samples_leaf': 20}",,,,,,,,,33.49,0.48
3,reg,rforest,basic,ALL_NO_3_2_1,60_240,included,basic,33.26,"{'max_depth': 5, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,33.31,49.27
4,reg,xgb,basic,ALL_NO_3_2_1,60_240,included,basic,33.24,{'n_estimators': 50},,,,,,,,,33.28,0.28
5,reg,gboosting,basic,ALL_NO_3_2_1,60_240,included,basic,33.19,{'n_estimators': 50},,,,,,,,,33.69,0.66
6,reg,ada,basic,ALL_NO_3_2_1,60_240,included,basic,34.90,{'n_estimators': 10},,,,,,,,,35.10,0.78
0,clf,kn,all,ALL_NO_3_2_1,60_240,included,basic,0.59,{'n_neighbors': 31},0.58,0.60,0.59,0.56,0.67,314.00,619.00,359.00,"{'0': {'precision': 0.5939086294416244, 'recall': 0.37261146496815284, 'f1-score': 0.45792563600782776, 'support': 314}, '1': {'precision': 0.5571120689655172, 'recall': 0.8352180936995154, 'f1-score': 0.6683904330963155, 'support': 619}, '2': {'precision': 0.6706586826347305, 'recall': 0.31197771587743733, 'f1-score': 0.4258555133079848, 'support': 359}, 'micro avg': {'precision': 0.5773993808049536, 'recall': 0.5773993808049536, 'f1-score': 0.5773993808049536, 'support': 1292}, 'macro avg': {'precision': 0.6072264603472907, 'recall': 0.5066024248483685, 'f1-score': 0.5173905274707095, 'support': 1292}, 'weighted avg': {'precision': 0.5976053772447318, 'recall': 0.5773993808049536, 'f1-score': 0.5498486509834704, 'support': 1292}}",6.79
1,clf,svc-rbf,all,ALL_NO_3_2_1,60_240,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,314.00,619.00,359.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 314}, '1': {'precision': 0.4791021671826625, 'recall': 1.0, 'f1-score': 0.6478283621140764, 'support': 619}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 359}, 'micro avg': {'precision': 0.4791021671826625, 'recall': 0.4791021671826625, 'f1-score': 0.4791021671826625, 'support': 1292}, 'macro avg': {'precision': 0.15970072239422084, 'recall': 0.3333333333333333, 'f1-score': 0.21594278737135877, 'support': 1292}, 'weighted avg': {'precision': 0.22953888659912391, 'recall': 0.4791021671826625, 'f1-score': 0.3103759722512487, 'support': 1292}}",8.79
2,clf,dtree,all,ALL_NO_3_2_1,60_240,included,basic,0.62,"{'max_depth': 4, 'min_samples_leaf': 150}",0.62,0.63,0.66,0.59,0.68,314.00,619.00,359.00,"{'0': {'precision': 0.6556603773584906, 'recall': 0.4426751592356688, 'f1-score': 0.5285171102661597, 'support': 314}, '1': {'precision': 0.5882352941176471, 'recall': 0.8077544426494345, 'f1-score': 0.6807351940095302, 'support': 619}, '2': {'precision': 0.6782608695652174, 'recall': 0.43454038997214484, 'f1-score': 0.5297113752122241, 'support': 359}, 'micro avg': {'precision': 0.6153250773993808, 'recall': 0.6153250773993808, 'f1-score': 0.6153250773993808, 'support': 1292}, 'macro avg': {'precision': 0.640718847013785, 'recall': 0.561656663952416, 'f1-score': 0.5796545598293047, 'support': 1292}, 'weighted avg': {'precision': 0.6296367319839804, 'recall': 0.6153250773993808, 'f1-score': 0.6017769670407599, 'support': 1292}}",0.58
3,clf,rforest,all,ALL_NO_3_2_1,60_240,included,basic,0.62,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.61,0.62,0.64,0.59,0.66,314.00,619.00,359.00,"{'0': {'precision': 0.6363636363636364, 'recall': 0.42356687898089174, 'f1-score': 0.5086042065009561, 'support': 314}, '1': {'precision': 0.5910693301997649, 'recall': 0.8126009693053312, 'f1-score': 0.6843537414965986, 'support': 619}, '2': {'precision': 0.6594827586206896, 'recall': 0.42618384401114207, 'f1-score': 0.5177664974619288, 'support': 359}, 'micro avg': {'precision': 0.6106811145510835, 'recall': 0.6106811145510835, 'f1-score': 0.6106811145510835, 'support': 1292}, 'macro avg': {'precision': 0.6289719083946969, 'recall': 0.5541172307657883, 'f1-score': 0.5702414818198278, 'support': 1292}, 'weighted avg': {'precision': 0.6210870027528358, 'recall': 0.6106811145510835, 'f1-score': 0.5953520583719251, 'support': 1292}}",18.97
4,clf,xgb,all,ALL_NO_3_2_1,60_240,included,basic,0.63,{'n_estimators': 50},0.61,0.62,0.62,0.59,0.66,314.00,619.00,359.00,"{'0': {'precision': 0.6173913043478261, 'recall': 0.45222929936305734, 'f1-score': 0.5220588235294117, 'support': 314}, '1': {'precision': 0.5933660933660934, 'recall': 0.7802907915993538, 'f1-score': 0.6741102581995814, 'support': 619}, '2': {'precision': 0.657258064516129, 'recall': 0.45403899721448465, 'f1-score': 0.5370675453047775, 'support': 359}, 'micro avg': {'precision': 0.6099071207430341, 'recall': 0.6099071207430341, 'f1-score': 0.6099071207430341, 'support': 1292}, 'macro avg': {'precision': 0.6226718207433495, 'recall': 0.5621863627256319, 'f1-score': 0.5777455423445902, 'support': 1292}, 'weighted avg': {'precision': 0.6169583022601544, 'recall': 0.6099071207430341, 'f1-score': 0.5990773755249158, 'support': 1292}}",0.92
5,clf,gboosting,all,ALL_NO_3_2_1,60_240,included,basic,0.63,{'n_estimators': 10},0.62,0.63,0.65,0.59,0.68,314.00,619.00,359.00,"{'0': {'precision': 0.6519607843137255, 'recall': 0.42356687898089174, 'f1-score': 0.5135135135135136, 'support': 314}, '1': {'precision': 0.5906976744186047, 'recall': 0.8206785137318255, 'f1-score': 0.686950642325896, 'support': 619}, '2': {'precision': 0.6842105263157895, 'recall': 0.43454038997214484, 'f1-score': 0.5315161839863715, 'support': 359}, 'micro avg': {'precision': 0.6168730650154799, 'recall': 0.6168730650154799, 'f1-score': 0.6168730650154799, 'support': 1292}, 'macro avg': {'precision': 0.6422896616827066, 'recall': 0.559595260894954, 'f1-score': 0.5773267799419269, 'support': 1292}, 'weighted avg': {'precision': 0.631570530717488, 'recall': 0.6168730650154799, 'f1-score': 0.6016099078127556, 'support': 1292}}",2.63
