,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
0,clf,kn,basic,ALL_NO_1_1_1,60_240,included,basic,0.59,{'n_neighbors': 41},0.58,0.60,0.58,0.56,0.69,314.00,619.00,359.00,"{'0': {'precision': 0.5833333333333334, 'recall': 0.3343949044585987, 'f1-score': 0.42510121457489886, 'support': 314}, '1': {'precision': 0.5554371002132196, 'recall': 0.8416801292407108, 'f1-score': 0.6692357096981374, 'support': 619}, '2': {'precision': 0.6896551724137931, 'recall': 0.3342618384401114, 'f1-score': 0.450281425891182, 'support': 359}, 'micro avg': {'precision': 0.5773993808049536, 'recall': 0.5773993808049536, 'f1-score': 0.5773993808049536, 'support': 1292}, 'macro avg': {'precision': 0.6094752019867821, 'recall': 0.5034456240464736, 'f1-score': 0.5148727833880727, 'support': 1292}, 'weighted avg': {'precision': 0.5995111753832828, 'recall': 0.5773993808049536, 'f1-score': 0.549063248896749, 'support': 1292}}",5.91
1,clf,svc-rbf,basic,ALL_NO_1_1_1,60_240,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,314.00,619.00,359.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 314}, '1': {'precision': 0.4791021671826625, 'recall': 1.0, 'f1-score': 0.6478283621140764, 'support': 619}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 359}, 'micro avg': {'precision': 0.4791021671826625, 'recall': 0.4791021671826625, 'f1-score': 0.4791021671826625, 'support': 1292}, 'macro avg': {'precision': 0.15970072239422084, 'recall': 0.3333333333333333, 'f1-score': 0.21594278737135877, 'support': 1292}, 'weighted avg': {'precision': 0.22953888659912391, 'recall': 0.4791021671826625, 'f1-score': 0.3103759722512487, 'support': 1292}}",8.80
2,clf,dtree,basic,ALL_NO_1_1_1,60_240,included,basic,0.63,"{'max_depth': 4, 'min_samples_leaf': 150}",0.62,0.63,0.66,0.59,0.68,314.00,619.00,359.00,"{'0': {'precision': 0.6556603773584906, 'recall': 0.4426751592356688, 'f1-score': 0.5285171102661597, 'support': 314}, '1': {'precision': 0.5882352941176471, 'recall': 0.8077544426494345, 'f1-score': 0.6807351940095302, 'support': 619}, '2': {'precision': 0.6782608695652174, 'recall': 0.43454038997214484, 'f1-score': 0.5297113752122241, 'support': 359}, 'micro avg': {'precision': 0.6153250773993808, 'recall': 0.6153250773993808, 'f1-score': 0.6153250773993808, 'support': 1292}, 'macro avg': {'precision': 0.640718847013785, 'recall': 0.561656663952416, 'f1-score': 0.5796545598293047, 'support': 1292}, 'weighted avg': {'precision': 0.6296367319839804, 'recall': 0.6153250773993808, 'f1-score': 0.6017769670407599, 'support': 1292}}",0.47
3,clf,rforest,basic,ALL_NO_1_1_1,60_240,included,basic,0.62,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",0.61,0.62,0.63,0.59,0.67,314.00,619.00,359.00,"{'0': {'precision': 0.6342592592592593, 'recall': 0.43630573248407645, 'f1-score': 0.5169811320754717, 'support': 314}, '1': {'precision': 0.5901639344262295, 'recall': 0.81421647819063, 'f1-score': 0.6843177189409368, 'support': 619}, '2': {'precision': 0.6666666666666666, 'recall': 0.41225626740947074, 'f1-score': 0.5094664371772806, 'support': 359}, 'micro avg': {'precision': 0.6106811145510835, 'recall': 0.6106811145510835, 'f1-score': 0.6106811145510835, 'support': 1292}, 'macro avg': {'precision': 0.6303632867840517, 'recall': 0.5542594926947257, 'f1-score': 0.570255096064563, 'support': 1292}, 'weighted avg': {'precision': 0.622137938197041, 'recall': 0.6106811145510835, 'f1-score': 0.5950643919835772, 'support': 1292}}",18.39
4,clf,xgb,basic,ALL_NO_1_1_1,60_240,included,basic,0.62,{'n_estimators': 50},0.61,0.61,0.62,0.59,0.65,314.00,619.00,359.00,"{'0': {'precision': 0.6167400881057269, 'recall': 0.445859872611465, 'f1-score': 0.5175600739371534, 'support': 314}, '1': {'precision': 0.5882352941176471, 'recall': 0.7754442649434572, 'f1-score': 0.6689895470383275, 'support': 619}, '2': {'precision': 0.6506024096385542, 'recall': 0.45125348189415043, 'f1-score': 0.5328947368421053, 'support': 359}, 'micro avg': {'precision': 0.6052631578947368, 'recall': 0.6052631578947368, 'f1-score': 0.6052631578947368, 'support': 1292}, 'macro avg': {'precision': 0.6185259306206428, 'recall': 0.5575192064830242, 'f1-score': 0.5731481192725287, 'support': 1292}, 'weighted avg': {'precision': 0.6124924920930827, 'recall': 0.6052631578947368, 'f1-score': 0.5943712100304231, 'support': 1292}}",0.81
5,clf,gboosting,basic,ALL_NO_1_1_1,60_240,included,basic,0.62,{'n_estimators': 10},0.62,0.63,0.65,0.59,0.68,314.00,619.00,359.00,"{'0': {'precision': 0.6473429951690821, 'recall': 0.4267515923566879, 'f1-score': 0.5143953934740884, 'support': 314}, '1': {'precision': 0.591812865497076, 'recall': 0.8174474959612278, 'f1-score': 0.6865671641791045, 'support': 619}, '2': {'precision': 0.6782608695652174, 'recall': 0.43454038997214484, 'f1-score': 0.5297113752122241, 'support': 359}, 'micro avg': {'precision': 0.6160990712074303, 'recall': 0.6160990712074303, 'f1-score': 0.6160990712074303, 'support': 1292}, 'macro avg': {'precision': 0.6391389100771252, 'recall': 0.5595798260966869, 'f1-score': 0.5768913109551389, 'support': 1292}, 'weighted avg': {'precision': 0.6293293470585875, 'recall': 0.6160990712074303, 'f1-score': 0.6011390184821346, 'support': 1292}}",2.28
6,clf,ada,basic,ALL_NO_1_1_1,60_240,included,basic,0.62,{'n_estimators': 10},0.61,0.62,0.66,0.59,0.63,314.00,619.00,359.00,"{'0': {'precision': 0.6587677725118484, 'recall': 0.4426751592356688, 'f1-score': 0.5295238095238096, 'support': 314}, '1': {'precision': 0.5905707196029777, 'recall': 0.7689822294022617, 'f1-score': 0.6680701754385965, 'support': 619}, '2': {'precision': 0.6327272727272727, 'recall': 0.48467966573816157, 'f1-score': 0.5488958990536278, 'support': 359}, 'micro avg': {'precision': 0.6106811145510835, 'recall': 0.6106811145510835, 'f1-score': 0.6106811145510835, 'support': 1292}, 'macro avg': {'precision': 0.6273552549473663, 'recall': 0.5654456847920307, 'f1-score': 0.5821632946720113, 'support': 1292}, 'weighted avg': {'precision': 0.6188587050402898, 'recall': 0.6106811145510835, 'f1-score': 0.601284475655743, 'support': 1292}}",0.70
0,reg,kn,basic,ALL_NO_1_1_1,60_240,included,basic,36.23,{'n_neighbors': 11},,,,,,,,,36.66,5.81
1,reg,svr-rbf,basic,ALL_NO_1_1_1,60_240,included,basic,42.06,"{'C': 3, 'gamma': 1}",,,,,,,,,42.42,6.14
2,reg,dtree,basic,ALL_NO_1_1_1,60_240,included,basic,33.84,"{'max_depth': 4, 'min_samples_leaf': 20}",,,,,,,,,33.49,0.50
3,reg,rforest,basic,ALL_NO_1_1_1,60_240,included,basic,33.24,"{'max_depth': 5, 'min_samples_leaf': 20, 'n_estimators': 50}",,,,,,,,,33.37,51.14
4,reg,xgb,basic,ALL_NO_1_1_1,60_240,included,basic,33.34,{'n_estimators': 50},,,,,,,,,33.42,0.34
5,reg,gboosting,basic,ALL_NO_1_1_1,60_240,included,basic,33.38,{'n_estimators': 50},,,,,,,,,33.78,0.92
6,reg,ada,basic,ALL_NO_1_1_1,60_240,included,basic,34.77,{'n_estimators': 10},,,,,,,,,34.96,0.84
0,clf,kn,all,ALL_NO_1_1_1,60_240,included,basic,0.59,{'n_neighbors': 31},0.58,0.60,0.59,0.56,0.67,314.00,619.00,359.00,"{'0': {'precision': 0.595, 'recall': 0.37898089171974525, 'f1-score': 0.46303501945525294, 'support': 314}, '1': {'precision': 0.5593952483801296, 'recall': 0.8368336025848142, 'f1-score': 0.6705501618122978, 'support': 619}, '2': {'precision': 0.6746987951807228, 'recall': 0.31197771587743733, 'f1-score': 0.4266666666666667, 'support': 359}, 'micro avg': {'precision': 0.5797213622291022, 'recall': 0.5797213622291022, 'f1-score': 0.5797213622291022, 'support': 1292}, 'macro avg': {'precision': 0.609698014520284, 'recall': 0.5092640700606655, 'f1-score': 0.5200839493114059, 'support': 1292}, 'weighted avg': {'precision': 0.6000870945953403, 'recall': 0.5797213622291022, 'f1-score': 0.5523505260093616, 'support': 1292}}",8.02
1,clf,svc-rbf,all,ALL_NO_1_1_1,60_240,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,314.00,619.00,359.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 314}, '1': {'precision': 0.4791021671826625, 'recall': 1.0, 'f1-score': 0.6478283621140764, 'support': 619}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 359}, 'micro avg': {'precision': 0.4791021671826625, 'recall': 0.4791021671826625, 'f1-score': 0.4791021671826625, 'support': 1292}, 'macro avg': {'precision': 0.15970072239422084, 'recall': 0.3333333333333333, 'f1-score': 0.21594278737135877, 'support': 1292}, 'weighted avg': {'precision': 0.22953888659912391, 'recall': 0.4791021671826625, 'f1-score': 0.3103759722512487, 'support': 1292}}",9.74
2,clf,dtree,all,ALL_NO_1_1_1,60_240,included,basic,0.63,"{'max_depth': 4, 'min_samples_leaf': 150}",0.62,0.63,0.66,0.59,0.68,314.00,619.00,359.00,"{'0': {'precision': 0.6556603773584906, 'recall': 0.4426751592356688, 'f1-score': 0.5285171102661597, 'support': 314}, '1': {'precision': 0.5882352941176471, 'recall': 0.8077544426494345, 'f1-score': 0.6807351940095302, 'support': 619}, '2': {'precision': 0.6782608695652174, 'recall': 0.43454038997214484, 'f1-score': 0.5297113752122241, 'support': 359}, 'micro avg': {'precision': 0.6153250773993808, 'recall': 0.6153250773993808, 'f1-score': 0.6153250773993808, 'support': 1292}, 'macro avg': {'precision': 0.640718847013785, 'recall': 0.561656663952416, 'f1-score': 0.5796545598293047, 'support': 1292}, 'weighted avg': {'precision': 0.6296367319839804, 'recall': 0.6153250773993808, 'f1-score': 0.6017769670407599, 'support': 1292}}",0.62
